17460286716861,142.250.197.142,192.168.5.134,443,58339,17,57,0,.
17460307912426,142.250.197.142,192.168.5.134,443,58339,17,258,0,.
17460307939488,142.250.197.142,192.168.5.134,443,58339,17,99,0,.
17460343235216,142.250.197.142,192.168.5.134,443,58339,17,57,0,.
17460855339963,192.168.5.2,192.168.5.134,53,45956,17,88,0,.
17460855355049,192.168.5.2,192.168.5.134,53,36795,17,72,0,.
17460855356973,192.168.5.2,192.168.5.134,53,35663,17,100,0,.
17460886859532,142.250.76.3,192.168.5.134,443,38992,6,44,18,SYN|ACK
17460891286894,142.250.198.35,192.168.5.134,443,40434,17,60,0,.
17460892710410,142.250.198.35,192.168.5.134,443,40434,17,653,0,.
17460893492778,142.250.198.35,192.168.5.134,443,40434,17,333,0,.
17460894424227,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17460894441141,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17460898038570,142.250.76.3,192.168.5.134,443,38990,6,44,18,SYN|ACK
17460909327639,142.250.76.3,192.168.5.134,443,38990,6,40,16,ACK
17460909353298,142.250.76.3,192.168.5.134,443,38990,6,40,16,ACK
17460967749281,142.250.76.3,192.168.5.134,443,38992,6,1500,16,ACK
17460967806772,142.250.76.3,192.168.5.134,443,38992,6,1500,16,ACK
17460968077910,142.250.76.3,192.168.5.134,443,38992,6,1035,24,ACK|PSH
17460969776200,142.250.198.35,192.168.5.134,443,40434,17,56,0,.
17460977235099,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17460980131534,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17460980656631,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17461005814493,142.250.76.3,192.168.5.134,443,38990,6,1500,16,ACK
17461005847269,142.250.76.3,192.168.5.134,443,38990,6,1500,16,ACK
17461005849783,142.250.76.3,192.168.5.134,443,38990,6,1034,24,ACK|PSH
17461005852328,142.250.76.3,192.168.5.134,443,38992,6,656,24,ACK|PSH
17461011239493,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17461020815422,142.250.76.3,192.168.5.134,443,38990,6,40,16,ACK
17461021073424,142.250.76.3,192.168.5.134,443,38990,6,40,16,ACK
17461047143211,142.250.76.3,192.168.5.134,443,38992,6,1500,16,ACK
17461047156064,142.250.76.3,192.168.5.134,443,38992,6,340,24,ACK|PSH
17461049506069,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17461059733624,142.250.76.3,192.168.5.134,443,38990,6,656,24,ACK|PSH
17461062062108,142.250.76.3,192.168.5.134,443,38990,6,40,16,ACK
17461062882792,142.250.76.3,192.168.5.134,443,38990,6,40,16,ACK
17461096949495,142.250.76.3,192.168.5.134,443,38990,6,71,24,ACK|PSH
17461183270649,142.250.76.3,192.168.5.134,443,57283,17,71,0,.
17461183290139,142.250.76.3,192.168.5.134,443,57283,17,71,0,.
17461183294632,142.250.76.3,192.168.5.134,443,57283,17,1280,0,.
17461183297541,142.250.76.3,192.168.5.134,443,57283,17,1280,0,.
17461195242087,142.250.76.3,192.168.5.134,443,57283,17,1280,0,.
17461195274701,142.250.76.3,192.168.5.134,443,57283,17,330,0,.
17461195277268,142.250.76.3,192.168.5.134,443,57283,17,645,0,.
17461206528202,142.250.76.3,192.168.5.134,443,57283,17,56,0,.
17461234537632,142.250.76.3,192.168.5.134,443,57283,17,151,0,.
17461276290074,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17461302351609,142.250.76.3,192.168.5.134,443,38992,6,456,24,ACK|PSH
17461303567394,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17461306075750,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17461306595720,142.250.76.3,192.168.5.134,443,38992,6,40,16,ACK
17461313134389,142.250.76.3,192.168.5.134,443,43366,17,71,0,.
17461313167234,142.250.76.3,192.168.5.134,443,43366,17,71,0,.
17461313169803,142.250.76.3,192.168.5.134,443,43366,17,1280,0,.
17461313171284,142.250.76.3,192.168.5.134,443,43366,17,1280,0,.
17461328172669,142.250.198.35,192.168.5.134,443,40434,17,531,0,.
17461330271586,142.250.76.3,192.168.5.134,443,38992,6,40,25,ACK|FIN|PSH
17461333410104,142.250.76.3,192.168.5.134,443,43366,17,1280,0,.
17461333433205,142.250.76.3,192.168.5.134,443,43366,17,338,0,.
17461333435317,142.250.76.3,192.168.5.134,443,43366,17,645,0,.
17461337348862,142.250.198.35,192.168.5.134,443,40434,17,598,0,.
17461337402184,142.250.76.3,192.168.5.134,443,43366,17,56,0,.
17461341899644,142.250.198.35,192.168.5.134,443,40434,17,633,0,.
17461342020487,142.250.198.35,192.168.5.134,443,40434,17,332,0,.
17461348818615,142.250.198.35,192.168.5.134,443,40434,17,57,0,.
17461351034990,142.250.198.35,192.168.5.134,443,40434,17,64,0,.
17461353867644,142.250.198.35,192.168.5.134,443,40434,17,1280,0,.
17461355140874,142.250.198.35,192.168.5.134,443,40434,17,1280,0,.
17461355149458,142.250.198.35,192.168.5.134,443,40434,17,334,0,.
17461355151949,142.250.198.35,192.168.5.134,443,40434,17,61,0,.
17461355153860,142.250.76.3,192.168.5.134,443,43366,17,1043,0,.
17461355748739,142.250.198.35,192.168.5.134,443,40434,17,619,0,.
17461356746995,142.250.198.35,192.168.5.134,443,40434,17,567,0,.
17461356833404,142.250.198.35,192.168.5.134,443,40434,17,1065,0,.
17461358592532,142.250.198.35,192.168.5.134,443,40434,17,61,0,.
17461359235904,142.250.198.35,192.168.5.134,443,40434,17,576,0,.
17461359245429,142.250.198.35,192.168.5.134,443,40434,17,586,0,.
17461359247675,142.250.198.35,192.168.5.134,443,40434,17,680,0,.
17461360137378,142.250.198.35,192.168.5.134,443,40434,17,60,0,.
17461361437700,142.250.198.35,192.168.5.134,443,40434,17,944,0,.
17461364156356,142.250.198.35,192.168.5.134,443,40434,17,60,0,.
17461364245879,142.250.198.35,192.168.5.134,443,40434,17,382,0,.
17461364251989,142.250.198.35,192.168.5.134,443,40434,17,459,0,.
17461366017789,142.250.198.35,192.168.5.134,443,40434,17,485,0,.
